index,TIMESTAMP,TRUE_POSITION_X,TRUE_POSITION_Y,TRUE_POSITION_Z,SPEED,ACCELERATION_X,ACCELERATION_Y,ACCELERATION_Z,DIRECTION_X,DIRECTION_Y,DIRECTION_Z
0,9,-0.6124080846091824,-1.2171945819828736,0.5,79.39640753735287,-0.0012192780249501737,0.016961201672657092,0.01427928882868236,0.0014535739106847545,-0.001122809889075688,-0.0014423295075693282
1,18,-0.39186250811653556,-1.2171945819828736,0.5,79.39640753735287,0.0057852736610821765,-0.01175393976798708,0.014611509533397234,-0.009684112418149357,-0.004628292231828155,-0.005743437878230316
2,28,-0.1713169316238887,-1.2171945819828736,0.5,79.39640753735287,-0.0089868047258705,-0.005045254711560707,0.006513187207553566,-0.001808376934318113,0.0073614130139058155,0.010117555465850527
3,37,0.049228644868758165,-1.2171945819828736,0.5,79.39640753735287,0.016028563123066452,-0.01897095264245267,-0.006731739882271436,0.011305453324793047,-0.007440910867901264,-0.004406134159825015
4,47,0.26977422136140505,-1.2171945819828736,0.5,79.39640753735287,-0.010265154614188955,0.0028924133115892374,0.011182494682687448,-0.004643802143011859,-0.011066412913113421,-0.001445365924478668
5,56,0.4903197978540519,-1.2171945819828736,0.5,79.39640753735287,-0.004719969406078331,0.012980575622640383,0.0047341699332641134,-0.012290460481130853,-0.026235528355292796,0.008815863192764622
6,65,0.7108653743466987,-1.2171945819828736,0.5,79.39300694131724,0.009853088912368581,-0.015681814647426368,-0.0034759257933813237,-0.009675609520968862,0.020702720901923787,0.00011890249753682379
7,75,0.9314015047392465,-1.2171945819828736,0.5,79.3896063452816,-0.11410616686932759,-0.005586139503919731,-0.0013648986887040615,0.0020946618205093808,-0.010470557276597106,0.007021703862532345
8,85,1.1519281890316955,-1.2171945819828736,0.5,79.38620574924597,-0.07916609288181392,0.010030067194468282,0.016137548574743175,0.0025784359039848926,0.000910344553832692,-0.0026915565797172147
9,94,1.3724454272240454,-1.2171945819828736,0.5,79.38280515321034,-0.08758777917877426,-0.008061387193335925,0.008103868855341322,0.017613137569822693,0.002494437681657137,-0.0031481986961323307
10,103,1.5929532193162963,-1.2171945819828736,0.5,79.37940455717471,-0.09844237691946829,0.0049691407169810175,0.015705814846088635,0.004710847499770877,0.0043150621686692025,0.008522784161279677
11,113,1.8134515653084482,-1.2171945819828736,0.5,79.37600396113908,-0.09510535672334577,-0.007672927063310496,-0.006283706347443852,0.0008814416219875931,-0.005600638575082747,-0.0072540239421981945
12,122,2.033940465200501,-1.2171945819828736,0.5,79.37260336510344,-0.09348179524275392,-0.0029980828138939136,-0.007201638235474661,0.005663897209586761,0.004861098745231079,-0.00015634442579326213
13,132,2.254419918992455,-1.2171945819828736,0.5,79.36920276906781,-0.08794310792078572,-0.001562550678938772,0.0042113638500688964,0.014570862787459902,0.030996204159786246,-0.007960702527549464
14,141,2.47488992668431,-1.2171945819828736,0.5,79.36580217303218,-0.07881012861024174,0.010380030729795521,-0.017445373073670545,0.007036578345011014,0.015750954890091644,-0.0016739762280150554
15,151,2.6953504882760657,-1.2171945819828736,0.5,79.36240157699655,-0.08478307327521288,0.005726892175020602,-0.013974193496065716,-0.004800447812147947,0.0025591959419984877,0.019174588987018806
16,160,2.915801603767723,-1.2171945819828736,0.5,79.35900098096091,-0.10917647665311461,-0.0012949517507492225,0.019497029874456846,0.003927825462889449,0.004160984720202381,-0.009496840082066192
17,170,3.1362432731592813,-1.2171945819828736,0.5,79.35560038492528,-0.07803203614899698,0.01032636060003583,-0.0014611147483734532,0.005750529055697082,0.010976096534780584,-0.008575106247721924
18,179,3.3566754964507406,-1.2171945819828736,0.5,79.35219978888965,-0.09992564143270513,-0.00831049724672969,-0.0035467057373879765,-0.005294999007066994,0.006752903275947583,0.003242653837061374
19,188,3.577098273642101,-1.2171945819828736,0.5,79.34879919285402,-0.09688358422968871,0.006902773947350732,-0.006663330426947281,0.005471714069507003,-0.005255910675866752,-0.0022060212785104598
20,198,3.797511604733362,-1.2171945819828736,0.5,79.34539859681838,-0.0740868929105607,0.006658314243508507,-0.0042918099837090315,-0.010518524895026587,-0.007046285898692756,0.011296195902534624
21,207,4.017915489724524,-1.2171945819828736,0.5,79.34199800078275,-0.07630251762665864,0.005422960605310659,-0.009890879504066039,-0.00018244106888878523,0.010770523457818428,-0.0018605664959799046
22,217,4.238309928615587,-1.2171945819828736,0.5,79.33859740474712,-0.10528148069077811,-0.00010934454898498757,0.0006249570569875366,0.0007176444623385661,-0.005271044962426596,0.012307232085113145
23,226,4.458694921406551,-1.2171945819828736,0.5,79.33519680871149,-0.08490880094123479,0.007139850496961718,0.01119236170691156,0.01893534427836942,-0.009208530495692795,-0.010563034622380922
24,236,4.679070468097416,-1.2171945819828736,0.5,79.33179621267585,-0.10985665802622917,0.007798744812396627,0.007240614892028143,0.006458602378631176,-0.0061334612409765215,0.016810574936112068
25,245,4.8994365686881824,-1.2171945819828736,0.5,79.32839561664022,-0.09779291965294395,0.002515843397789751,0.0014898457233218831,-0.0036245546179504737,0.002619256501932419,-0.004825630104747822
26,255,5.11979322317885,-1.2171945819828736,0.5,79.32499502060459,-0.09683382831712305,0.00631852677139069,-0.01657891891848283,0.0018071434128613876,0.0004266071710273965,0.003232063261392674
27,264,5.340140431569418,-1.2171945819828736,0.5,79.32159442456896,-0.09914392508307514,-0.014111905545152856,-0.010987516813931803,-0.007663356405995068,-0.006342902666531122,0.007691788655903222
28,274,5.560478193859888,-1.2171945819828736,0.5,79.31819382853332,-0.09881081681487763,-0.02161148060796282,-0.003951845513354729,-0.0015965684530184915,-0.0011402167117111042,0.029417819499412818
29,283,5.780806510050258,-1.2171945819828736,0.5,79.31479323249769,-0.10116715935110025,0.004066455156972662,-0.005687632683776203,-0.013663512759295645,0.010413370687081869,-0.013485994920087244
